词语,情感分类,强度
卑劣,讨厌,0.5308043634954167
卑陋,讨厌,5.0669015346156385
卑怯,讨厌,3.4289530797655248
卑俗,讨厌,3.0799082775900675
卑琐,讨厌,4.272488779648773
卑微,讨厌,6.733023564920517
卑污,讨厌,0.31361916236498466
卑下,讨厌,2.773220773423514
卑猥,讨厌,0.8500390524751404
背地,讨厌,5.699795985923081
背地里,讨厌,2.141730212830484
背光,讨厌,5.722247289796191
背后,讨厌,3.3174065263332633
背悔,讨厌,1.5147633691360833
背静,讨厌,5.558166547026065
背靠背,讨厌,2.034716038437435
背理,讨厌,3.6354279885382885
背令,讨厌,5.180387166087801
背人,讨厌,0.8307107734102126
背时,讨厌,2.225165582038478
背阴,讨厌,5.772798950585632
被动,讨厌,6.180443930802349
被动式,讨厌,3.2221582554585533
被动性,讨厌,6.680704703389299
本本主义,讨厌,2.2605616322462594
笨,讨厌,5.391118134937474
笨手笨脚,讨厌,4.720796122177737
笨头笨脑,讨厌,3.2817166522948575
笨重,讨厌,3.654637761646674
笨拙,讨厌,3.1597492200746142
比肩接踵,讨厌,0.9328883420878151
鄙,讨厌,3.818609143950418
鄙贱,讨厌,8.070893287256018
鄙吝,讨厌,2.6899328318155504
鄙陋,讨厌,5.224490402729382
鄙俗,讨厌,6.12169121489146
鄙俚,讨厌,4.368923666713579
蔽塞,讨厌,2.4386618776600617
闭塞,讨厌,4.477012522657349
必修,讨厌,3.692941646530022
变化不定,讨厌,2.8753347324491303
变化多端,讨厌,4.234961081047915
变化万千,讨厌,3.1578997216478397
变化无常,讨厌,2.7403028038943633
变化无穷,讨厌,1.0053806955494835
变幻不定,讨厌,7.016604359098876
变幻莫测,讨厌,5.7558474507735315
变幻无常,讨厌,4.802682604847348
变态,讨厌,5.155785410198529
变相,讨厌,0.4514511989689467
表里不一,讨厌,1.9245381799427679
憋拗,讨厌,6.276113564594061
别别扭扭,讨厌,1.2792657724551204
别扭,讨厌,5.283853746126901
别有用心,讨厌,5.727782491418684
冰冷,讨厌,6.096811719369734
冰炭不相容,讨厌,5.743277245632559
秉性剌戾,讨厌,0.38088297127312387
病病歪歪,讨厌,5.801659958493013
病弱,讨厌,5.108638391957079
病态,讨厌,-0.005739899488557576
病歪歪,讨厌,5.156579712916853
病殃殃,讨厌,5.909571190444958
病恹恹,讨厌,3.979906892095751
波谲云诡,讨厌,2.1890773112452155
驳杂,讨厌,4.325702365944832
捕风捉影,讨厌,1.402483702350167
不爱交际,讨厌,2.7202136509951114
不便,讨厌,3.9761488531155016
不辨菽麦,讨厌,5.062879375696723
不才,讨厌,5.196923279305734
不成材,讨厌,7.707055563842448
不成功,讨厌,2.598306634035407
不成话,讨厌,3.448454894912383
不成器,讨厌,2.2435529111366157
不成熟,讨厌,1.3224663764960805
不成体统,讨厌,7.989268025802792
不成样子,讨厌,5.272281045707363
不打紧,讨厌,2.6765580839361713
不大重要,讨厌,5.146635747882883
不当,讨厌,4.429529044686374
不到黄河心不死,讨厌,3.4443056906115053
不道德,讨厌,6.731888192467736
不得当,讨厌,3.7843780150241026
不得劲,讨厌,5.7333216454587665
不得了,讨厌,4.791403010954126
不得体,讨厌,3.584480258819022
不登大雅之堂,讨厌,3.399221321669182
不等,讨厌,2.4648432995172334
不端,讨厌,0.8662102279818513
不对,讨厌,5.639019436920643
不对茬儿,讨厌,4.191894684596704
不对称,讨厌,6.324903813601155
不对付,讨厌,6.870436620452583
不对劲,讨厌,8.169790242136072
不对头,讨厌,2.0265864062530445
不发达,讨厌,4.185548830383393
不法,讨厌,4.691013653325992
不方便,讨厌,5.093979083681808
不分青红皂白,讨厌,6.813662107938478
不分皂白,讨厌,8.326169644612499
不负责任,讨厌,0.9839894045064286
不干不净,讨厌,3.343169930533731
不更事,讨厌,4.947073411514708
不公,讨厌,2.3052752678470396
不公正,讨厌,6.1838106545431
不共戴天,讨厌,5.247263059091863
不够格,讨厌,3.280059681935243
不够完善,讨厌,4.218035303915066
不够意思,讨厌,5.160521837945242
不关痛痒,讨厌,4.202580793884104
不管三七二十一,讨厌,5.16776080531937
不管用,讨厌,1.9205760590253234
不光彩,讨厌,4.46142599323647
不光明,讨厌,5.5333906520617955
不规则,讨厌,2.5981102966620035
不轨,讨厌,2.1765702127690236
不好吃,讨厌,4.852036971521285
不好看,讨厌,5.795423475734284
不好客,讨厌,6.433665954205287
不好卖,讨厌,4.743245648134677
不好使,讨厌,-0.4899368513249813
不好听,讨厌,1.9890456535723948
不好用,讨厌,2.5108616883509995
不和,讨厌,3.038168278208164
不和蔼,讨厌,5.277272593191146
不和谐,讨厌,5.75290406250444
不合法,讨厌,1.8187809026037693
不合格,讨厌,2.6245993408256076
不合理,讨厌,4.78233671961853
不合逻辑,讨厌,3.8953729376408948
不合情理,讨厌,1.5863045774634106
不合时令,讨厌,3.4011143452342534
不合时宜,讨厌,3.3521342756553265
不合适,讨厌,5.578383528292414
不合算,讨厌,5.812491644145578
不合宜,讨厌,1.7500663821827263
不合语法,讨厌,0.7390830210127226
不划算,讨厌,4.744608378437231
不济,讨厌,5.290999417796479
不济事,讨厌,3.3519928426181713
不俭省,讨厌,0.3136115126093326
不健康,讨厌,3.7626640159203797
不洁,讨厌,6.071481669082862
不谨慎,讨厌,1.2252678137534048
不近情理,讨厌,7.026530076656812
不近人情,讨厌,4.430228354860258
不尽,讨厌,5.045855520657359
不尽如人意,讨厌,4.34627705465053
不精确,讨厌,10.296134128304558
不敬,讨厌,6.367645430945194
不绝如缕,讨厌,0.9174372696841404
不均匀,讨厌,5.8226483845586205
不开化,讨厌,6.634005454021834
不堪入耳,讨厌,4.507826490130363
不堪入目,讨厌,4.3639629178747565
不堪设想,讨厌,5.036395909496715
不堪一击,讨厌,5.525828188291664
不堪造就,讨厌,2.2449100009599205
不科学,讨厌,8.369908523755537
不可爱,讨厌,0.961090319098068
不可补救,讨厌,4.465791834929453
不可读,讨厌,4.141028619855174
不可告人,讨厌,5.566005063989105
不可更新,讨厌,4.279706859608678
不可恢复,讨厌,6.3601582071032015
不可降解,讨厌,1.8751698138976676
不可接受,讨厌,1.654627925468923
不可救药,讨厌,2.467865349207132
不可理喻,讨厌,7.216458954182624
不可逆转,讨厌,4.972676041175532
不可容忍,讨厌,6.904411567807092
不可收拾,讨厌,-0.30868804948448947
不可挽回,讨厌,4.575238374681892
不可行,讨厌,4.6563217488680255
不可一世,讨厌,4.302452858010763
不可逾越,讨厌,3.052318736078275
不客气,讨厌,1.9892555667494491
不宽容,讨厌,1.7992594186144766
不郎不秀,讨厌,2.2004345051053518
不冷不热,讨厌,2.420859492249342
不理智,讨厌,2.7600162844047285
不礼貌,讨厌,1.3302002981703582
不利,讨厌,7.762988132886086
不利于健康,讨厌,4.414455591828821
不力,讨厌,7.195778767177069
不良,讨厌,6.430017646872356
不灵敏,讨厌,6.10833862872928
不灵巧,讨厌,7.633000092406538
不流行,讨厌,5.108630011124778
不伦不类,讨厌,3.327885521032875
不美观,讨厌,2.289536999952828
不妙,讨厌,3.087624102087582
不民主,讨厌,3.197365294427216
不明不白,讨厌,2.8024301391324986
不明显,讨厌,1.7218951514378835
不明智,讨厌,6.702226498269608
不名一文,讨厌,5.243195892698471
不名誉,讨厌,1.1265147132205677
不能解救,讨厌,3.9616404114679753
不能容忍,讨厌,9.474195235782801
不宁,讨厌,1.693722994509308
不努力,讨厌,2.8356985714201013
不平,讨厌,0.662453572036342
不平等,讨厌,4.752595288060161
不平衡,讨厌,3.654992122056424
不起眼,讨厌,5.943715833908534
不起眼儿,讨厌,3.5790689975411105
不巧,讨厌,5.4665471131586925
不切实际,讨厌,2.246490753070108
不清不白,讨厌,1.2666949644376664
不清不楚,讨厌,0.1686806792107216
不清楚,讨厌,7.006219120942194
不清洁,讨厌,5.156414142290643
不确切,讨厌,0.7411446484390041
不仁,讨厌,4.00315291703825
不仁不义,讨厌,0.6996493541355497
不人道,讨厌,5.447533918675676
不三不四,讨厌,6.9783252400315705
不善,讨厌,3.693780405807106
不善交际,讨厌,1.9597244452050244
不善交谈,讨厌,4.705495485522255
不甚重要,讨厌,4.6854019592489
不慎,讨厌,0.7713080209638279
不胜,讨厌,5.029402215368545
不是味儿,讨厌,5.2505827592446135
不是滋味儿,讨厌,3.49490035254843
不适当,讨厌,3.092032622685585
不适宜,讨厌,5.078361989827467
不适应,讨厌,4.094798345355396
不适于居住,讨厌,5.307557288383231
不受欢迎,讨厌,4.489774843335387
不熟练,讨厌,5.859614526255167
不疼不痒,讨厌,4.235775754503218
不体面,讨厌,3.046808313105167
不痛不痒,讨厌,2.338881093216232
不透明,讨厌,4.047587307357988
不透气,讨厌,5.824607127386559
不妥,讨厌,2.582442170027433
不为人知,讨厌,1.9098857060290069
不卫生,讨厌,3.969034913915935
不文明,讨厌,0.5968800244368442
不文雅,讨厌,3.7936612470766815
不稳定,讨厌,5.837798788533709
不问青红皂白,讨厌,7.1102686749328825
不问三七二十一,讨厌,1.9762139118613269
不问是非情由,讨厌,6.0687420873675855
不显眼,讨厌,1.4950976401922933
不现实,讨厌,8.185813275517798
不相适应,讨厌,4.242770949093211
不详尽,讨厌,1.1803331232975531
不像话,讨厌,0.2251847742788451
不消化,讨厌,2.7539147988666857
不孝,讨厌,2.9905774603375317
不肖,讨厌,2.8335383806892582
不协调,讨厌,2.674226762409986
不兴,讨厌,1.879624758248441
不行,讨厌,4.100699818206232
不修边幅,讨厌,3.5755294969983007
不学无术,讨厌,6.002090146284522
不逊,讨厌,0.45830037594193085
不雅,讨厌,3.440603417646506
不雅观,讨厌,9.065587074668661
不雅致,讨厌,2.5559765296546124
不要紧,讨厌,1.238774369717997
不一致,讨厌,6.081650617805342
不宜,讨厌,0.6333350045674102
不宜居住,讨厌,2.7093978645859877
不宜说出口,讨厌,7.206473666745719
不易,讨厌,2.6335441848523358
不友好,讨厌,1.5372995499812814
不友善,讨厌,3.8229974967318157
不择手段,讨厌,5.8557732609299356
不真诚,讨厌,4.186178037464372
不真实,讨厌,5.252132040887183
不贞洁,讨厌,3.759108047690023
不正常,讨厌,1.8275148506531016
不正当,讨厌,2.821487980004533
不正派,讨厌,3.529411029125634
不正直,讨厌,2.917128702980179
不值得羡慕,讨厌,6.339588219445066
不值一文,讨厌,9.04185124877611
不中用,讨厌,2.5495386651348775
不重要,讨厌,1.6529159228158439
不周,讨厌,2.4358315777814017
不周到,讨厌,1.8781445028308403
不注意,讨厌,4.353031190146085
不着边际,讨厌,4.400556848220102
不着调,讨厌,5.32283053988757
不足道,讨厌,5.036206490220438
不足挂齿,讨厌,4.43620408871791
不足轻重,讨厌,7.6119925000315956
不足取,讨厌,2.8814299959170775
不足为外人道,讨厌,2.748428395898517
不足为训,讨厌,0.3158212173141508
不羁,讨厌,2.027724358307964
不稂不莠,讨厌,4.99669191224248
不虔诚,讨厌,3.5661275742754523
才疏学浅,讨厌,4.147503474745759
财迷心窍,讨厌,3.0276990272343385
操切,讨厌,2.4148864654463043
糙,讨厌,4.132496986016349
草,讨厌,-0.20495663372558504
草草,讨厌,4.961568129629166
草荒,讨厌,6.268584895586171
草率,讨厌,4.595943160205675
草木皆兵,讨厌,3.9858812018428496
策略,讨厌,0.6722039034114209
策略性,讨厌,7.472202504457787
差,讨厌,0.65256172867237
差点儿,讨厌,2.2306564420267074
差劲,讨厌,4.862694117445007
差可,讨厌,3.4855982140277364
豺狼成性,讨厌,1.7975896265680262
豺狼当道,讨厌,1.5776823284741504
缠手,讨厌,5.605470959990037
猖,讨厌,1.6805857491418061
猖狂,讨厌,4.100294335227987
长长短短,讨厌,6.254291829381787
长篇大论,讨厌,6.515465040990787
长篇累牍,讨厌,7.060443017062191
长线,讨厌,6.858276117410071
超标,讨厌,3.2052245930736936
超常,讨厌,2.691470504647612
超然,讨厌,4.53922462554337
超重,讨厌,4.16226795204389
朝不保夕,讨厌,3.5573361301053117
朝不谋夕,讨厌,6.119459186009304
朝秦暮楚,讨厌,1.8438609836986015
朝三暮四,讨厌,5.057151111563341
潮,讨厌,5.230866441336095
吵吵闹闹,讨厌,5.968269910759256
吵人,讨厌,3.551289237293293
陈,讨厌,5.945457588943647
陈腐,讨厌,3.0462474614396196
陈旧,讨厌,4.175591184494325
成事不足，败事有余,讨厌,5.099171433271327
逞性,讨厌,5.344312669803935
逞性子,讨厌,6.361891877307359
吃不开,讨厌,2.556591611736594
吃劲,讨厌,-0.6285622426298474
吃力,讨厌,3.311276420753355
吃重,讨厌,5.046847513008121
痴,讨厌,3.287489459360551
痴痴,讨厌,2.5925414157612767
痴呆,讨厌,4.584275063006352
痴呆呆,讨厌,3.385761207644883
痴傻,讨厌,3.6924943476154914
痴愚,讨厌,4.821717121659147
迟钝,讨厌,3.720184513337939
侈,讨厌,4.9381301984687855
侈靡,讨厌,2.911613635218183
侈糜,讨厌,1.6158976994409575
赤地千里,讨厌,4.064672361850569
赤裸裸淫秽,讨厌,4.1882449971124105
赤贫,讨厌,5.848102538244161
充满危机,讨厌,3.1109125057568976
冲昏头脑,讨厌,3.864771306289553
丑,讨厌,1.5244153494937862
丑恶,讨厌,3.8601985501005
丑陋,讨厌,4.145802214833248
臭,讨厌,5.234659580415414
臭不可闻,讨厌,6.282275350723655
臭哄哄,讨厌,4.703194146900392
臭烘烘,讨厌,5.2068104616442925
臭名远扬,讨厌,2.5042783417478773
臭名昭彰,讨厌,2.1053697003547693
臭名昭著,讨厌,7.267134690472938
臭气冲天,讨厌,4.926564245863484
臭气熏天,讨厌,1.8766458351242128
臭味,讨厌,4.475590919253308
初出茅庐,讨厌,1.2746295340732319
出手阔气,讨厌,2.285282427530001
触目惊心,讨厌,3.005064291217508
穿不出去,讨厌,7.207367175800569
穿不得,讨厌,2.9815559531353504
串秧儿,讨厌,5.6132891433837155
疮痍满目,讨厌,5.53972570558774
蠢,讨厌,3.0231836794215288
蠢笨,讨厌,4.116073937890396
蠢头蠢脑,讨厌,5.4167256416704
刺鼻,讨厌,4.129277951277848
刺耳,讨厌,5.328224090350059
刺眼,讨厌,6.480759041808058
次,讨厌,2.7088365226789284
次等,讨厌,4.659517056531568
从动,讨厌,6.580361480419967
从心所欲,讨厌,4.5468969895518265
从严,讨厌,5.103410885792625
从重,讨厌,1.9188593917168442
粗,讨厌,4.977812714045616
粗暴,讨厌,3.4769826546596287
粗笨,讨厌,1.7109515418048025
粗鄙,讨厌,2.7370626377304292
粗糙,讨厌,5.54475997765079
粗放,讨厌,5.928075769739705
粗拉,讨厌,2.843456986047699
粗里粗气,讨厌,4.185220966152126
粗劣,讨厌,5.968245700201929
粗陋,讨厌,4.027019201054103
粗鲁,讨厌,3.6874019985842463
粗率,讨厌,2.682025309695376
粗蛮,讨厌,3.364120397215193
粗莽,讨厌,4.100348123197669
粗浅,讨厌,4.778362772039271
粗涩,讨厌,0.947932300912194
粗手笨脚,讨厌,7.601797081201909
粗疏,讨厌,3.419630781741894
粗俗,讨厌,5.70635765272022
粗线条,讨厌,2.895126148449087
粗心,讨厌,-0.692199509243788
粗心大意,讨厌,2.8770122648903325
粗野,讨厌,-1.4702225766066297
粗枝大叶,讨厌,3.543251057858297
粗制滥造,讨厌,3.0956248153484487
粗重,讨厌,2.5119641640189347
粗拙,讨厌,4.715921354560428
粗犷,讨厌,7.178091766469516
促狭,讨厌,2.0745600997559315
脆弱,讨厌,4.231670580482339
村气,讨厌,2.6566009043767886
村野,讨厌,4.747930991862047
寸草不生,讨厌,2.3454810270633075
错,讨厌,2.2000517719013915
错乱,讨厌,5.375741658562361
错误,讨厌,2.4810953462716356
错误百出,讨厌,2.832926259564016
错杂,讨厌,5.257409522723261
错综,讨厌,2.7824736040340188
错综复杂,讨厌,6.106750462470853
大错而特错,讨厌,6.516010414698962
大错特错,讨厌,5.02943514437177
大大咧咧,讨厌,7.463551255373669
大而笨拙,讨厌,4.94844539231592
大而化之,讨厌,2.838589936624016
大而无当,讨厌,1.7463230936652105
大海捞针,讨厌,4.7668678186065625
大面额,讨厌,5.77187133130705
大谬不然,讨厌,4.203256881358785
大手大脚,讨厌,0.1654953133953918
大肆,讨厌,6.75629636374677
大摇大摆,讨厌,4.598520661015536
大意,讨厌,3.524194701549551
大咧咧,讨厌,6.166289711731006
呆,讨厌,5.223184208536281
呆板,讨厌,6.3025875921524666
呆笨,讨厌,3.9828453698035644
呆痴,讨厌,8.015572122364635
呆呆,讨厌,4.730394572046595
呆钝,讨厌,3.664791695250214
呆气,讨厌,1.9269995772234516
呆傻,讨厌,5.268130209014642
呆头呆脑,讨厌,0.8374292245713995
歹,讨厌,4.138742097265189
歹毒,讨厌,0.47984378399800764
带有敌意,讨厌,4.632093606549683
殆,讨厌,1.4728200762685195
怠惰,讨厌,6.690895028422924
单薄,讨厌,2.403415646901966
单调,讨厌,4.196174988474815
单调枯燥,讨厌,7.186179515567659
单弱,讨厌,2.8909951183123477
胆怯,讨厌,6.452816153559492
胆小,讨厌,3.1215310120863986
胆小怕事,讨厌,3.7397677445284883
胆小如鼠,讨厌,5.114705059464043
淡,讨厌,3.932830510172443
淡薄,讨厌,3.7255805362760226
淡淡,讨厌,4.158411211067671
淡而无味,讨厌,5.873242827362489
淡漠,讨厌,3.5864520329232
淡然,讨厌,3.9369320020298026
刀光剑影,讨厌,7.442893191231628
蹈常袭故,讨厌,3.733951374245458
倒胃口,讨厌,0.7782095831964875
道德败坏,讨厌,2.0452043226821317
道貌岸然,讨厌,4.060483851095375
德行,讨厌,3.792265482354991
德性,讨厌,5.249167727099795
得寸进尺,讨厌,3.0368431476329976
得陇望蜀,讨厌,6.312839466293701
得鱼忘筌,讨厌,0.03255897709790734
灯红酒绿,讨厌,3.3478975807069786
灯火阑珊,讨厌,2.681019715979656
等而下之,讨厌,4.066989014138381
等外,讨厌,1.8292151004722084
等因奉此,讨厌,2.436207384722412
低,讨厌,1.8494233017036006
低卑,讨厌,3.0632980169745805
低标准,讨厌,6.4558357776551905
低层,讨厌,1.7573265013853687
低档,讨厌,3.298389880717278
低等,讨厌,6.342521904733461
低端,讨厌,4.878383106532725
低级,讨厌,5.054215473690731
低贱,讨厌,2.329833781424184
低劣,讨厌,0.6616365317745285
低迷,讨厌,4.16373831723431
低能,讨厌,1.1745057623282844
低人一等,讨厌,6.7747612438074825
低三下四,讨厌,3.1187206464849737
低声下气,讨厌,3.8317632036759326
低俗,讨厌,3.8962623991182905
低下,讨厌,3.400740581009839
低效,讨厌,3.7601775338454426
低效能,讨厌,4.417992196080254
低值,讨厌,5.219757915070726
低智,讨厌,6.0717086723514395
低质,讨厌,4.440154021166231
滴里嘟噜,讨厌,4.974268400106255
敌对,讨厌,6.606729316759411
地位低下,讨厌,5.410609016783374
地下,讨厌,5.606654898583654
地狱般,讨厌,7.325542227224021
颠倒,讨厌,3.841351833132947
颠连,讨厌,6.567595788436136
颠三倒四,讨厌,5.407058572906956
凋敝,讨厌,2.3225258833588533
刁,讨厌,4.166175100642251
刁恶,讨厌,6.1116738448768935
刁悍,讨厌,5.065635586660185
刁滑,讨厌,0.7487692239743549
刁赖,讨厌,1.462719136834279
刁蛮,讨厌,1.7365976405530867
刁钻,讨厌,5.117182886906132
刁钻古怪,讨厌,3.4054720580168896
吊儿郎当,讨厌,7.359551393061567
调皮,讨厌,2.163854641700432
鼎沸,讨厌,4.925441605044877
丢魂,讨厌,1.4748496121911892
丢脸,讨厌,3.3851652839324466
丢三落四,讨厌,5.043854516023726
东倒西歪,讨厌,1.5934500759381867
冬烘,讨厌,2.269586926413914
动荡,讨厌,6.5615943364283815
动荡不安,讨厌,3.7625850313105875
动魄惊心,讨厌,4.580104464352409
动作迟顿,讨厌,7.097466480368594
毒,讨厌,2.447997211552907
毒辣,讨厌,7.503152152471934
独裁,讨厌,2.2101005720362066
独断,讨厌,4.596567359391082
度量小,讨厌,3.8748877404084974
短浅,讨厌,5.179854853645784
短视,讨厌,8.766315812158325
钝,讨厌,4.205967812522846
多变,讨厌,2.0508701661189344
多病,讨厌,4.993228243966017
多事,讨厌,5.215138171571629
多义,讨厌,5.267973640823466
多余,讨厌,3.323482881810598
惰,讨厌,6.595836014594992
惰性,讨厌,6.459291978080881
讹,讨厌,5.700845133675818
恶,讨厌,5.095166164069498
恶毒,讨厌,5.880920903328818
恶贯满盈,讨厌,3.9453396843010458
恶狠狠,讨厌,5.1522350004074084
恶劣,讨厌,6.102818391887146
恶煞煞,讨厌,2.8899892497956854
恶心,讨厌,3.655413140193766
恶浊,讨厌,3.3203486742060577
饿殍遍野,讨厌,-0.12161039549236641
耳生,讨厌,4.079308082748784
二把刀,讨厌,4.879541358266738
二手,讨厌,2.9465963938832083
二五眼,讨厌,6.360182497067742
发狂,讨厌,1.6919922205903841
发腻,讨厌,5.079755425903945
发育不全,讨厌,1.1152163861528432
乏,讨厌,4.829990137836815
乏味,讨厌,6.319789617380634
翻云覆雨,讨厌,5.202694676261684
繁复,讨厌,4.720286137636343
繁乱,讨厌,4.568506546619677
繁难,讨厌,7.148182653286309
繁冗,讨厌,1.5612489885129288
繁琐,讨厌,4.609957497644176
繁芜,讨厌,7.919610501613965
繁杂,讨厌,8.536154952695709
繁重,讨厌,3.176870846116411
繁缛,讨厌,4.287817463826532
烦,讨厌,5.111727816919522
烦难,讨厌,1.8262429532217013
烦冗,讨厌,3.3657443495850936
烦琐,讨厌,5.870411034862646
烦嚣,讨厌,3.1290648281341955
反,讨厌,0.6778299368003813
反常,讨厌,4.261471106947923
反对称,讨厌,7.909019385379764
反反复复,讨厌,2.392364155630093
反复无常,讨厌,5.873349343313261
反面,讨厌,2.70184322713043
反叛,讨厌,3.3682858234788164
反社会,讨厌,2.540440976453085
犯有罪行,讨厌,6.105126209002739
饭桶,讨厌,4.005325731613669
泛,讨厌,5.3069417479460235
泛泛,讨厌,4.269513038852986
放诞,讨厌,3.006456080331155
放荡,讨厌,0.1269552230377946
放荡不羁,讨厌,4.5987507834004635
放浪,讨厌,4.193147221993134
放肆,讨厌,1.7440260490784598
放纵,讨厌,6.394626327955468
菲,讨厌,3.769887422425982
菲薄,讨厌,-0.07168568504782069
非,讨厌,6.673394090539439
非法,讨厌,4.97916481691648
非分,讨厌,5.784138688159928
非婚生,讨厌,0.41956334527750805
非礼,讨厌,6.253327470117727
非人,讨厌,4.598968547035199
非生产性,讨厌,3.215116792093213
非正常,讨厌,3.7305971161943403
非正统,讨厌,2.9037046415115806
非正义,讨厌,0.9126445495992761
废,讨厌,-0.08433795400466515
废弛,讨厌,4.204138534328582
废旧,讨厌,2.2656960427928947
废物,讨厌,6.337735071013906
沸沸扬扬,讨厌,5.218207552521189
费,讨厌,3.9217576067098414
费工夫,讨厌,4.456357116496363
费功夫,讨厌,5.300955883183801
费劲,讨厌,3.791426089549914
费力,讨厌,7.290710144349871
费时,讨厌,3.896670456722383
费事,讨厌,5.071289049430359
纷,讨厌,2.7710905233163596
纷繁,讨厌,1.2826860933451525
纷乱,讨厌,2.3016902796712952
纷扰,讨厌,1.285754568779803
纷杂,讨厌,3.003710862214163
封闭,讨厌,6.384868374918158
封闭式,讨厌,2.103868738163603
封闭型,讨厌,3.3013833671875195
封建,讨厌,4.217896533360468
锋芒毕露,讨厌,4.225232259212713
风吹日晒,讨厌,2.7162627569564455
风刀霜剑,讨厌,4.879586233345042
风风火火,讨厌,4.709314344545265
风流,讨厌,0.6849300898433901
风骚,讨厌,3.159542802801463
风声鹤唳,讨厌,3.799093644607429
风雨飘摇,讨厌,5.281023485454108
疯疯癫癫,讨厌,1.4011127323295618
疯狂,讨厌,3.0972164669762994
疯狂般,讨厌,7.512027921087298
疯癫癫,讨厌,-0.6689592296306737
否定,讨厌,5.596161123729428
肤泛,讨厌,5.263423630144011
肤皮潦草,讨厌,2.4078398232247844
肤浅,讨厌,7.287451490516194
浮,讨厌,5.279599578779153
浮泛,讨厌,3.3216821811673105
浮光掠影,讨厌,1.6974884714976524
浮滑,讨厌,-0.4280628250419145
浮皮蹭痒,讨厌,4.949510668307261
浮漂,讨厌,2.9491025680456255
浮浅,讨厌,3.820153333417612
浮躁,讨厌,3.0545761376406184
浮噪,讨厌,5.06051896024858
腐败,讨厌,0.8631618260991174
腐败堕落,讨厌,4.880984906101947
腐臭,讨厌,4.029318336315621
腐恶,讨厌,1.204262066026545
腐化,讨厌,5.379150652900002
腐化堕落,讨厌,4.67892096114315
腐旧,讨厌,8.353003540763993
腐烂,讨厌,3.5614237346350035
腐朽,讨厌,5.898219769828132
腐朽没落,讨厌,6.337995757124553
覆雨翻云,讨厌,-1.5112170540891805
复杂,讨厌,5.4377198503737585
复杂多变,讨厌,4.951024745828703
傅会,讨厌,2.4443340199861456
负,讨厌,3.5682454821075966
负面,讨厌,4.637287839816348
富余,讨厌,3.3024115169066004
附会,讨厌,5.03835383188322
该死,讨厌,3.3974297991071674
概念化,讨厌,1.4552022602059083
