词语,情感分类,强度
宠爱,快乐,5.306754370871041
宠幸,快乐,6.793771994938075
酬谢,快乐,4.911319335304871
踌躇满志,快乐,1.6699899346790201
出迎,快乐,2.1789677508449694
垂爱,快乐,5.700522429227763
垂念,快乐,4.962993326453152
垂青,快乐,5.952616562079276
垂涎,快乐,5.92713107742175
垂涎三尺,快乐,1.8127948284852238
垂涎欲滴,快乐,3.162169677444493
春风得意,快乐,3.7371349343455798
春风满面,快乐,4.599065076554289
醋意大发,快乐,3.501108013428056
措意,快乐,3.1491732975525997
答礼,快乐,6.312184929828616
答谢,快乐,0.9629612266307368
答应,快乐,4.8759054522155285
打千,快乐,8.528600236254114
大快人心,快乐,2.2403392435372185
大喜过望,快乐,2.388244646801592
戴,快乐,5.211766053579554
胆敢,快乐,8.637049611114861
弹冠相庆,快乐,5.495013628626255
当真,快乐,-2.141986630655209
当之无愧,快乐,4.162815728544557
倒向,快乐,4.3827666875139135
道贺,快乐,5.485771368850175
道谢,快乐,4.442450118506478
得意,快乐,3.8218470340247874
得意忘形,快乐,1.1438838174611017
点头,快乐,8.061523584207261
点头称是,快乐,6.497390372949251
点头哈腰,快乐,4.259597710204908
电贺,快乐,7.278506539271989
奠祭,快乐,4.286804214786542
吊祭,快乐,4.1605416238024935
盯紧,快乐,-0.3813593989495203
盯住,快乐,4.652392495915505
顶礼,快乐,3.437632716180012
顶礼膜拜,快乐,4.14174127026623
抖,快乐,1.5770664084757788
睹物思人,快乐,3.7834749535222647
妒,快乐,0.10959987925680137
妒恨,快乐,7.305992638494352
妒火中烧,快乐,5.080815308534173
妒嫉,快乐,2.7063384728463955
妒忌,快乐,0.8367246358769274
妒羡,快乐,1.695421175533676
多留个心眼儿,快乐,1.5809593241694948
堕入爱河,快乐,5.295573654852436
堕入情网,快乐,4.5544558886889295
额手称庆,快乐,3.9623029120645805
反哺,快乐,3.8230090795381266
放胆,快乐,4.293796780439933
放在心上,快乐,3.771776867087475
费心,快乐,1.3930839903983516
封禅,快乐,2.7470886213217924
疯魔,快乐,5.677404007331818
奉,快乐,5.811091203730447
奉若神明,快乐,1.5844705766123321
奉迎,快乐,1.8461141539788866
俯允,快乐,3.6205862190342475
甘,快乐,4.633864758067281
甘心,快乐,3.648876214450163
甘心情愿,快乐,9.535480680960987
甘愿,快乐,8.028860237716504
感,快乐,5.699274743126541
感恩,快乐,3.7889517700379076
感恩戴德,快乐,7.411504465906608
感激,快乐,0.31320666004827036
感激不尽,快乐,0.8922378219391298
感激涕零,快乐,5.144249234193056
感同身受,快乐,1.6234362970766316
感谢,快乐,1.046875486471067
感兴趣,快乐,6.672414414406743
敢,快乐,3.5757602900265972
高看,快乐,6.073326309052927
高山仰止,快乐,1.7236705985774656
高兴,快乐,3.2052128134891142
歌颂,快乐,7.597930985332295
给 ... 留面子,快乐,-0.9024977298967727
给脸,快乐,4.989194366661616
给面子,快乐,5.19172252227122
恭而敬之,快乐,2.749998140356187
恭贺,快乐,3.435311955376698
恭敬,快乐,3.3700146220115075
恭维,快乐,5.598166327403524
恭喜,快乐,6.2932141364903815
恭祝,快乐,1.967226174999654
供奉,快乐,0.22391256068120446
公祭,快乐,-1.4447144563054284
拱手,快乐,3.757791724583666
顾,快乐,0.40280925824633407
顾及,快乐,0.9653214912002457
顾盼自雄,快乐,3.892014461030695
顾全,快乐,3.179751153041618
顾惜,快乐,5.46560553867163
挂牵,快乐,2.5639737383597287
关爱,快乐,2.8336895996033316
关怀,快乐,7.030589225497744
关怀备至,快乐,3.7373968574286405
关切,快乐,4.269135175858348
关心,快乐,2.2522339215701894
关照,快乐,6.2296128631051415
关注,快乐,5.916559082905978
管,快乐,7.494315524121462
贯注,快乐,6.63183248941058
鬼迷心窍,快乐,-0.2711693675582554
跪拜,快乐,7.342093499787014
跪叩,快乐,2.5264330299512325
过,快乐,6.407097498178599
过奖,快乐,4.92699857930286
过问,快乐,0.941047823777402
过誉,快乐,7.346853977627787
哈,快乐,5.907648559354342
酣畅,快乐,4.410039314667319
豪情满怀,快乐,5.883656951225699
好,快乐,1.1751950870169945
好奇,快乐,7.618251629648106
好情,快乐,1.7836037400950477
喝彩,快乐,2.444098083420685
合掌,快乐,1.95583413420102
贺,快乐,3.5006710185226835
狠抓,快乐,6.384351001914086
恨不得,快乐,3.0348995742899247
恨不能,快乐,4.624233376223667
横心,快乐,-0.7208943124174736
厚望,快乐,-1.0388667567386882
怀,快乐,-0.27908764269793096
怀恋,快乐,6.565084636221218
怀念,快乐,2.7544417373372965
怀想,快乐,4.3848659647176635
欢,快乐,5.238869062641065
欢畅,快乐,8.875856257286255
欢欢喜喜,快乐,4.280013008016661
欢快,快乐,5.60810845517158
欢乐,快乐,2.2507023629472487
欢闹,快乐,4.102976966366828
欢声雷动,快乐,4.495485841556529
欢腾,快乐,3.5842137590044136
欢天喜地,快乐,5.72717748393281
欢慰,快乐,5.9555646429575315
欢喜,快乐,0.4832085250525693
欢欣,快乐,5.88960997800322
欢欣鼓舞,快乐,3.0444849716120617
欢迎,快乐,5.612667301500208
欢愉,快乐,3.2447136813857584
欢娱,快乐,3.6070808472258022
欢悦,快乐,2.860570627289793
欢忭,快乐,6.884729654473519
还礼,快乐,-0.6021304266354681
回敬,快乐,8.590777898457176
回礼,快乐,2.702256727751365
魂牵梦系,快乐,2.486612061801811
魂牵梦萦,快乐,4.110877795814033
豁朗,快乐,5.317093741736674
稽首,快乐,2.8418578697977663
极热心,快乐,3.7981892728561624
集中,快乐,6.143613101704344
集注,快乐,4.618143211712468
急,快乐,3.1284219921395295
嫉,快乐,5.304092844423506
嫉妒,快乐,8.364122362138781
冀,快乐,-1.4631354217158412
冀求,快乐,3.596573454274929
冀望,快乐,0.39031940992335423
祭,快乐,6.0029738682501055
祭拜,快乐,0.8453190539285695
祭奠,快乐,5.088766839705373
祭扫,快乐,4.208958118698658
祭祀,快乐,4.050428992186779
记挂,快乐,3.5723998961955403
忌,快乐,4.370434033197494
忌妒,快乐,0.6864357873670177
嘉,快乐,0.8210822123083994
嘉奖,快乐,4.22163400423988
嘉许,快乐,1.807430921896608
夹道欢迎,快乐,5.657255677800792
兼顾,快乐,5.247206913166862
检点,快乐,3.2130477773729695
见爱,快乐,3.756106598296798
见义勇为,快乐,2.774028068370049
奖,快乐,5.5587994672650725
奖励,快乐,4.1252495486902045
奖赏,快乐,6.796824519802293
奖掖,快乐,-0.19446367143270837
讲,快乐,4.432658213637437
讲究,快乐,4.444381837285999
讲求,快乐,5.194789382722803
交口称誉,快乐,3.653692083446348
交口称赞,快乐,3.928710611340806
叫好,快乐,2.2919596066016066
叫绝,快乐,4.5802814970265535
接受,快乐,4.672031117875467
皆大欢喜,快乐,0.05784922326325459
尽,快乐,5.291144475144484
尽孝,快乐,2.8060600607999007
尽忠,快乐,4.437511757645582
惊喜,快乐,1.6799028151470585
景仰,快乐,3.715165297100128
敬,快乐,4.471911261669232
敬爱,快乐,3.4246374604659553
敬奉,快乐,6.944011793050415
敬服,快乐,3.0428649080337666
敬贺,快乐,5.247629792919986
敬礼,快乐,5.033538691585567
敬慕,快乐,7.954205692014158
敬佩,快乐,2.599172111074192
敬若神明,快乐,6.859429201288393
敬畏,快乐,7.633163694405721
敬仰,快乐,5.691920055096598
敬重,快乐,4.520200601585731
敬祝,快乐,5.371390785101713
竟敢,快乐,2.0298080137441685
鞠躬,快乐,5.080364915970973
聚焦,快乐,5.294835451248592
聚精会神,快乐,2.8282180932130165
眷爱,快乐,4.353099238861722
眷恋,快乐,2.708442720765135
眷念,快乐,3.3162579811333237
开绿灯,快乐,4.693569476685848
开心,快乐,-1.0394525220468838
看车,快乐,4.775549757311259
看得起,快乐,2.52019447429201
看得上,快乐,7.164512980259657
看得上眼,快乐,10.159953173928653
看上,快乐,2.6719133343158585
看上眼,快乐,10.109624317596337
看在,快乐,5.653712113966348
看中,快乐,5.706312005967781
看重,快乐,3.456865929754593
考究,快乐,4.374170859965487
磕头,快乐,3.325859433338629
渴慕,快乐,4.681432888900473
渴念,快乐,8.054421996758997
渴盼,快乐,3.4282589690520053
渴求,快乐,2.315649953007296
渴望,快乐,2.7273038744896647
渴想,快乐,5.042319234873166
肯,快乐,3.3875154696997227
肯定,快乐,4.506570687478784
肯于,快乐,2.8246734993780276
口角春风,快乐,2.5170878018020195
酷爱,快乐,3.1666245460515055
酷好,快乐,2.3199212399644518
夸,快乐,6.1060142792388685
夸奖,快乐,6.49953922355733
夸赞,快乐,5.1172691118407885
快,快乐,4.627083906649287
快活,快乐,4.869249314051306
快乐,快乐,-0.5222707255320573
快慰,快乐,2.9552581144822794
快意,快乐,5.127320593669365
宽畅,快乐,3.3999821288380456
宽松,快乐,3.497546940375191
狂喜,快乐,5.542808132018264
狂想,快乐,1.3493014467176039
来神,快乐,4.749773506966349
乐,快乐,2.7574335926710085
乐不可支,快乐,5.244554603140325
乐颠颠,快乐,3.8782367456085614
乐呵呵,快乐,4.3004082549196685
乐乐呵呵,快乐,1.8504481579827985
乐陶陶,快乐,3.8267879249745316
乐意,快乐,6.512144979333209
乐悠悠,快乐,7.720035884579154
乐于,快乐,1.6273182072518422
乐滋滋,快乐,4.164513368245824
理会,快乐,6.178292041758757
理直气壮,快乐,4.593837580299121
礼赞,快乐,-0.03911040477788408
立项,快乐,2.1302086466643386
力主,快乐,3.95681748967707
怜爱,快乐,1.567992339587418
恋,快乐,6.2150235897568145
恋爱,快乐,5.2211111384027005
恋恋不舍,快乐,3.0003529480340534
领情,快乐,1.4610790111877265
留个心眼儿,快乐,3.068131790556678
留神,快乐,2.0002281709918908
留心,快乐,4.159417848696921
留意,快乐,6.146911195893283
论功行赏,快乐,5.45895444972614
买账,快乐,-4.652325132586629
满,快乐,2.2070257183277207
满怀豪情,快乐,3.4313222068542233
满怀激情,快乐,5.701534182484105
满面春风,快乐,0.7551920740830118
满心欢喜,快乐,4.152752110922588
满意,快乐,4.281745180381023
满足,快乐,3.7005666781950484
眉飞色舞,快乐,1.024350202293237
美,快乐,2.7611184103104316
美言,快乐,2.43477297216573
美滋滋,快乐,2.2549584442658435
梦魂萦绕,快乐,5.784734186987917
梦寐以求,快乐,5.546775044108527
梦想,快乐,7.52694576232936
迷,快乐,5.595116302008703
迷恋,快乐,6.007859669622573
迷上,快乐,4.754919693806903
面有喜色,快乐,6.454626192949599
鸣谢,快乐,1.8064145377574472
谬奖,快乐,-0.9824883578105732
膜拜,快乐,2.450020093796973
默认,快乐,6.371748200063242
默许,快乐,6.2837560869459885
慕,快乐,3.619325287009534
慕名,快乐,4.062415747804402
溺爱,快乐,3.7374028687790584
念,快乐,4.070354377992863
拍案叫绝,快乐,7.550671502961185
拍手称快,快乐,4.419206593583166
拍手叫好,快乐,4.7109929087795415
盼,快乐,4.816334501560966
盼念,快乐,6.8872348734455215
盼望,快乐,5.74665254451529
佩,快乐,4.393631717435743
佩服,快乐,1.3116760704993657
捧场,快乐,5.692096397358339
批准,快乐,1.3741728060192648
偏爱,快乐,3.874193457779405
偏宠,快乐,5.712910860838424
偏好,快乐,4.501116294515526
偏重,快乐,3.189927132275799
飘飘然,快乐,0.5716321517289793
飘飘欲仙,快乐,6.420618304955488
迫切需要,快乐,2.158924869688962
普天同庆,快乐,-0.1276614367479505
期,快乐,3.5461786295138378
期待,快乐,3.760972526075887
期盼,快乐,4.683603972501643
期望,快乐,4.342825110357184
祈盼,快乐,6.732923447633113
起敬,快乐,3.7914425850448454
企,快乐,4.727082274444091
企慕,快乐,0.593458024938752
企盼,快乐,6.985286797448224
企望,快乐,4.398922593127677
器重,快乐,3.505278854423288
牵肠挂肚,快乐,3.980177166464543
牵挂,快乐,5.249065034624118
千恩万谢,快乐,3.9573664208389068
敲边鼓,快乐,2.407966617553742
瞧得起,快乐,11.356257139054303
瞧得上眼,快乐,7.838371236009821
翘盼,快乐,6.157418861124109
翘企,快乐,2.498247153102544
翘望,快乐,4.574793463472307
钦,快乐,6.8077349365714825
钦佩,快乐,4.051099533201324
亲热,快乐,4.175493877293573
亲热亲热,快乐,6.211121707260071
轻快,快乐,3.481980364890073
倾慕,快乐,3.881131310805159
倾向,快乐,3.037372455304946
倾心,快乐,5.94981067272364
情有独钟,快乐,4.9782778815606825
情愿,快乐,5.254710673657845
庆,快乐,-0.680642087165193
庆贺,快乐,1.421673401173639
庆幸,快乐,2.7984313168324357
庆祝,快乐,2.579642204472891
圈定,快乐,5.778622211510384
饶有兴趣,快乐,6.174965407686513
热心,快乐,3.7093249778215425
人心大快,快乐,5.905809205875021
认,快乐,1.3461061274482633
认可,快乐,4.142779560519568
认了,快乐,0.7450306279611993
认命,快乐,6.084318010255238
日有所思,快乐,4.358523712897117
融融,快乐,3.508185722364507
容,快乐,6.311215519697479
容许,快乐,1.6184093186347166
如痴如狂,快乐,5.069081656285678
如痴如醉,快乐,0.18277347693646329
如获至宝,快乐,2.565495855600167
如意,快乐,3.7653332055671735
如愿以偿,快乐,5.586735979342831
如醉如痴,快乐,3.489118042268953
入迷,快乐,-0.7840402752607476
入魔,快乐,1.2341318748945151
入神,快乐,1.6269754571111061
赏,快乐,6.753202870697512
赏识,快乐,6.991258955591949
赏赉,快乐,3.4965656508661245
尚,快乐,0.27669792027687334
烧高香,快乐,5.656272979975146
奢望,快乐,2.7610585123857625
申谢,快乐,4.14010696075454
伸张,快乐,6.9545383144965705
神魂颠倒,快乐,2.747888775482925
神往,快乐,3.8136871903372698
甚感欢慰,快乐,6.083351233098576
盛赞,快乐,1.451988833698684
施礼,快乐,3.016867425533536
十分满意,快乐,3.2613100218150555
示好,快乐,0.9191287368546801
示同意,快乐,5.062442133336738
示喜,快乐,5.782574921166416
释放善意,快乐,2.753305679452223
手舞足蹈,快乐,6.015098445411647
首肯,快乐,3.453934061757451
守候,快乐,2.7903950870291263
守岁,快乐,1.4220584918333175
舒畅,快乐,5.261317738426194
舒服,快乐,4.405864405823738
舒坦,快乐,3.1570746908503597
属望,快乐,4.390198212794083
属意,快乐,2.536347947946611
树碑立传,快乐,5.508562450488805
爽,快乐,4.989678876076585
爽快,快乐,5.222448208747995
爽心,快乐,3.8831488063157398
爽怡,快乐,3.961466184347423
说好,快乐,4.531144177872682
说好话,快乐,5.77531891626611
说妥,快乐,4.683070985710597
说项,快乐,1.2610636734677367
思,快乐,1.8714713421026312
思恋,快乐,4.655929688243654
思慕,快乐,7.742785110454494
思念,快乐,4.494692308271401
松心,快乐,-0.11159200191593222
颂,快乐,5.58705449514361
颂扬,快乐,3.9687575541098687
颂赞,快乐,5.9913918842652265
送往迎来,快乐,1.7169051577733003
随心,快乐,2.096297960985591
遂心,快乐,1.3404268868597167
遂意,快乐,6.916095426062558
抬爱,快乐,3.137519507052097
抬举,快乐,-0.8968633463539133
贪,快乐,1.7360929582072648
贪恋,快乐,3.713148434124134
贪图,快乐,3.714246437045166
叹,快乐,2.5872089857936897
叹服,快乐,8.744680746225729
叹赏,快乐,3.4079102355891724
叹为观止,快乐,3.8421916289589433
叹羡,快乐,1.3114872579460521
陶然,快乐,6.737900611885508
陶陶,快乐,6.874524463063786
陶醉,快乐,5.573852785147732
特许,快乐,5.4959971124739795
疼,快乐,3.59962989019491
疼爱,快乐,4.879466572859867
疼惜,快乐,2.204260260009088
提倡,快乐,5.746406398070788
甜丝丝,快乐,2.09592460063135
甜滋滋,快乐,5.44490157286508
挑三拣四,快乐,2.45155084330393
挑眼,快乐,1.2658520306903083
通过,快乐,7.717887804152264
通融,快乐,5.168980232553243
同意,快乐,6.502642235510505
吐口,快乐,2.905776555653323
吐气扬眉,快乐,4.876027810902549
推,快乐,3.3233452393746075
推崇,快乐,0.871467316493213
推戴,快乐,3.2891847859760106
推许,快乐,4.61215999836192
推重,快乐,3.911337513424886
推尊,快乐,3.9031241720474403
望,快乐,5.995315300146859
望眼欲穿,快乐,3.814421041974416
忘乎所以,快乐,1.1515061485244331
妄想,快乐,3.557139980975604
维护,快乐,4.67445608637398
畏,快乐,4.957729784907354
温存,快乐,7.261403563643887
问心无愧,快乐,9.34726451778386
无愧,快乐,3.5281726662966233
嘻嘻哈哈,快乐,6.122554969800181
稀罕,快乐,1.2632616881361343
希,快乐,5.701625765145665
希罕,快乐,1.9142821490798942
希冀,快乐,4.14011272669164
希图,快乐,2.8999487726110083
希望,快乐,3.923386096841049
惜,快乐,5.091442908586323
喜,快乐,5.15200273269174
喜爱,快乐,6.988189383608255
喜不自禁,快乐,1.7584727680347574
喜不自胜,快乐,5.03537681348006
喜冲冲,快乐,2.706911220964554
喜出望外,快乐,5.5256993013789355
喜好,快乐,3.971909985192915
喜欢,快乐,4.01226157402777
喜乐,快乐,6.810770382414476
喜眉笑眼,快乐,6.494704641364752
喜气洋洋,快乐,5.61123835684166
喜上眉梢,快乐,5.738136388792947
喜上心头,快乐,2.8124614033402997
喜兴,快乐,4.046574004402002
喜形于色,快乐,4.960818444423666
喜幸,快乐,4.400753461198117
喜洋洋,快乐,5.44682522810845
喜吟吟,快乐,4.68486597082233
喜盈盈,快乐,3.2332130114251907
喜悦,快乐,7.490409714237561
喜滋滋,快乐,9.020120652312258
喜孜孜,快乐,4.695256323003503
显扬,快乐,5.125164756869706
羡,快乐,4.911654200708865
羡慕,快乐,6.261676241130571
相中,快乐,3.4023813532994307
想,快乐,7.4269812963288615
想念,快乐,9.059320225076394
想望,快乐,6.0038903868146125
向,快乐,8.038198423179997
向 ... 倾斜,快乐,2.194982811568476
向往,快乐,0.8298093045537804
向着,快乐,3.3073887887132756
销魂,快乐,1.4794993091632236
消魂,快乐,2.2930283435145853
孝敬,快乐,2.7277997311060567
孝顺,快乐,5.944860824084861
写意,快乐,5.793722225103387
谢,快乐,7.789039129774768
谢天谢地,快乐,7.01638743648787
谢谢,快乐,1.1301976639677167
欣,快乐,3.8416406558585
欣赏,快乐,3.311227878542308
欣慰,快乐,1.1183538466961158
欣喜,快乐,2.792655727496193
欣喜若狂,快乐,0.353866497438279
欣羡,快乐,4.96840969859293
欣幸,快乐,7.2671597370940475
忻,快乐,2.8103995042237404
心驰神往,快乐,4.3818204507151375
心荡神驰,快乐,7.16943675178621
心甘,快乐,4.79146171216692
心甘情愿,快乐,2.9248110082599585
心花怒放,快乐,2.5618678573853
心旷神怡,快乐,4.178653278866707
心满意足,快乐,6.41664369547421
心疼,快乐,6.79415882849419
心向,快乐,2.761461802793522
心醉,快乐,4.99535067191866
兴高采烈,快乐,3.683160319647161
行礼,快乐,1.0099770293270454
需,快乐,5.9815776551525826
需要,快乐,6.171056480046399
许,快乐,5.211261260615911
许可,快乐,1.6768806498691
轩然,快乐,-1.8798454788791048
悬红,快乐,3.606075254088246
悬赏,快乐,4.371381839808571
眼馋,快乐,3.5651926869956934
眼红,快乐,4.6870899070634815
眼热,快乐,5.087239336258881
艳羡,快乐,9.391807189117738
扬眉吐气,快乐,4.432028056620128
扬扬,快乐,6.508682505744548
扬扬得意,快乐,6.228202947605346
扬扬自得,快乐,1.8500784194223443
洋洋得意,快乐,4.270468467599727
洋洋自得,快乐,4.263871747997682
仰,快乐,4.797351527308554
仰慕,快乐,2.6130243776571476
摇头摆尾,快乐,5.1400231127320435
摇头晃脑,快乐,6.007932557904548
要,快乐,5.517886842295148
夜有所梦,快乐,5.333725627481296
一往情深,快乐,5.432667167923227
揖,快乐,6.291400143423282
依依不舍,快乐,4.047195242681181
依允,快乐,2.1772247657165558
以期,快乐,3.4122695764910667
以求,快乐,5.544385220045286
意欲,快乐,4.00772607148257
溢美,快乐,3.5401505713552957
引颈企待,快乐,3.980191057691246
引领,快乐,4.003307859026863
应,快乐,4.756992032419426
应承,快乐,3.3011640884996067
应下,快乐,3.9315446617180787
应许,快乐,2.312091923130156
应允,快乐,-0.02562986741163975
应准,快乐,2.892806980401496
迎,快乐,2.735229372514832
迎候,快乐,3.234105896366292
迎接,快乐,5.530803253490891
迎来,快乐,6.168423374746876
迎迓,快乐,2.8783695320849474
拥,快乐,2.4239451637462115
拥戴,快乐,2.174825654859573
拥护,快乐,2.9103049769761715
咏赞,快乐,7.662936279003416
用,快乐,3.500596379029941
用心良苦,快乐,1.8166997789665298
有心,快乐,5.1981687423411715
有意,快乐,2.9699192162652395
俞允,快乐,4.4640519540479655
愉,快乐,3.182044921706945
愉快,快乐,6.640446939417698
愉悦,快乐,0.9723735817174819
欲,快乐,6.07621833521514
誉,快乐,1.53359780657892
愿,快乐,5.343717703934159
愿意,快乐,2.57807162457162
跃跃欲试,快乐,1.7496712653131117
悦,快乐,1.7498034653790828
悦服,快乐,1.8324897556989508
允,快乐,4.073974841936224
允许,快乐,5.194339650642856
允准,快乐,4.028979556877381
在乎,快乐,4.516245565904615
在心,快乐,3.142062755219573
在意,快乐,5.054307313843752
赞,快乐,5.820820697946785
赞成,快乐,2.8871203037786426
赞服,快乐,4.82313727456337
赞美,快乐,4.7182391748866195
赞慕,快乐,6.537967761008132
赞佩,快乐,2.188875549521099
赞赏,快乐,6.308611074132207
赞颂,快乐,4.380892594369947
赞叹,快乐,0.8769901603048478
赞同,快乐,3.9105825744224623
赞羡,快乐,4.56093041122054
赞许,快乐,3.3432548697102167
赞扬,快乐,3.7453619331052876
赞誉,快乐,4.471582138899853
沾沾自喜,快乐,7.652295768463844
照准,快乐,3.6751236392732123
折服,快乐,2.3310759622664956
珍,快乐,2.688979184659838
珍爱,快乐,4.5781967087275035
珍视,快乐,6.222788806851327
珍惜,快乐,6.811845333044703
珍重,快乐,6.94868418945378
正中下怀,快乐,3.161879396856845
支持,快乐,0.7465416196256811
知冷知热,快乐,2.6245241853316275
知冷着热,快乐,4.572913343918056
知足,快乐,3.5135895246523825
指靠,快乐,3.744628429500114
指望,快乐,9.832432894923105
志愿,快乐,4.96583418882168
挚爱,快乐,6.946298342940812
致贺,快乐,6.09931042098893
致敬,快乐,5.494591298647171
致谢,快乐,2.2873239573150066
中意,快乐,2.1334248961497497
钟,快乐,1.5229494639155394
钟爱,快乐,1.184287717416836
钟情,快乐,2.8612471020147696
重,快乐,3.8643749440741573
重视,快乐,4.822098669763486
重在,快乐,1.4832462895799239
瞩目,快乐,5.995101868045665
瞩望,快乐,4.448412347795568
主持,快乐,5.1358268576031065
注,快乐,1.2350197546390853
注意,快乐,6.918050906852384
注重,快乐,6.549436246005369
祝,快乐,4.4289567007805175
祝福,快乐,3.214301944750842
祝贺,快乐,2.3257177445206314
祝颂,快乐,5.456282234924242
祝愿,快乐,1.7360764212997282
抓,快乐,2.9575451388172675
抓紧,快乐,1.4331282779057677
准,快乐,2.9799375630832703
准许,快乐,3.7162837787470098
准予,快乐,4.0547584263044785
着迷,快乐,2.343795681591451
着想,快乐,2.956243530012835
着眼,快乐,9.2627374697662
着眼于,快乐,3.751827618031004
自得,快乐,7.068626553442293
自得其乐,快乐,3.587357126587141
自告奋勇,快乐,1.6287305492000481
自满,快乐,2.795669908234114
自鸣得意,快乐,3.195565970720696
自认,快乐,5.791057719971806
自愿,快乐,2.776632941949881
自足,快乐,4.904099741359978
宗仰,快乐,3.943510917617758
醉心,快乐,0.7956796610542733
尊,快乐,1.853282603476479
尊崇,快乐,3.614489121937021
尊敬,快乐,2.8681746977265012
尊重,快乐,1.057427631429968
傧,快乐,5.829331679239939
佥同,快乐,3.707972608391561
跂望,快乐,0.28507640087837105
讴歌,快乐,4.279234412184104
谒,快乐,1.0793138038863512
哿,快乐,0.5672403265151291
埽,快乐,4.374153668856543
萦念,快乐,3.9210626739048076
揄扬,快乐,3.3008241893551595
叩,快乐,5.824861145281065
叩拜,快乐,4.683253182930508
叩首,快乐,8.193710150572855
叩头,快乐,6.556310810001831
哙,快乐,7.522010199710414
啧啧称羡,快乐,3.257149463120129
啧啧称赞,快乐,3.682988036202055
喁,快乐,9.241292470773892
嗟,快乐,5.1858574753967694
醊,快乐,4.149448981991993
徼,快乐,5.820815371744486
夤,快乐,3.091160952742399
饫,快乐,0.5201999139432552
廑,快乐,5.9370123269417565
忮,快乐,3.1993943522018577
忭,快乐,3.6210745335214973
忭跃,快乐,2.0447379325041
怏然自足,快乐,2.8029084760486844
怿,快乐,5.23248405706561
怡然自得,快乐,0.7687246480475891
恺,快乐,1.8357893699395147
悚,快乐,1.8244149351193686
惬,快乐,3.9782064098117655
惬意,快乐,4.661110007994894
慊,快乐,6.321345749796734
憧憬,快乐,3.059700453136124
迓,快乐,6.3388473479700025
嬖,快乐,2.032194823107699
绻,快乐,1.6557115680341905
觊,快乐,2.5815027990854746
觊觎,快乐,5.026476647820802
犒,快乐,2.320759746245176
犒劳,快乐,3.250437122366418
犒赏,快乐,2.2881015202032584
