词语,情感分类,强度
闹情绪,生气,6.059914000659342
闹性子,生气,4.27921708893205
怒,生气,4.5801894993483785
怒不可遏,生气,6.2143867384484395
怒斥,生气,1.3414231242540877
怒冲冲,生气,6.406159116745338
怒发冲冠,生气,4.0445427820050766
怒喝,生气,4.783659025448951
怒火冲天,生气,0.2571865633728274
怒火中烧,生气,7.7624636166607015
怒骂,生气,5.353471435793832
怒目,生气,4.015487833058729
怒气冲冲,生气,7.515990460341405
怒气冲天,生气,4.870152643553875
怒形于色,生气,5.7296391439081065
怒叱,生气,3.382964138202779
批,生气,-0.1060065779859265
批斗,生气,0.8927297583786662
破口大骂,生气,4.349227395473637
气,生气,2.274375645187228
气昂昂,生气,1.5421403195870553
气不忿,生气,6.560637214649111
气不过,生气,1.947416595125862
气不平,生气,4.0026213271085815
气冲冲,生气,5.438174547191314
气冲牛斗,生气,4.2160744038365126
气短,生气,1.6894824080001998
气忿,生气,4.2145732303043895
气忿忿,生气,2.011212689193295
气愤,生气,6.542859989830979
气愤愤,生气,5.553684344254696
气鼓鼓,生气,-1.3466534534497825
气狠狠,生气,7.446282847443989
气哼哼,生气,1.1577889195579418
气呼呼,生气,5.557706179674659
气乎乎,生气,3.667167898902486
气急败坏,生气,4.795621423699481
气恼,生气,3.831258787594925
气馁,生气,7.326538955716446
气头上,生气,10.21599176587818
气汹汹,生气,7.4098567087484355
迁怒,生气,4.80058581198034
谴,生气,3.5619872003231725
谴责,生气,1.7124317674207257
惹气,生气,2.924411799571056
人身攻击,生气,2.23948322498892
辱骂,生气,4.431908447024675
撒气,生气,5.952114276506876
申斥,生气,3.18826213630404
申讨,生气,5.555499671267498
申饬,生气,8.425019507559558
深恶痛绝,生气,6.38778335817582
声讨,生气,7.647092335558412
生气,生气,3.945457103420285
示不满,生气,3.8613114875597003
示怒,生气,5.364325559568377
痛斥,生气,1.597761292131303
痛恶,生气,5.696957019332382
痛恨,生气,1.0741261539676374
痛骂,生气,4.16845898375943
痛责,生气,3.5696294715818855
投诉,生气,5.446395896523829
唾骂,生气,2.3726816761806377
窝火,生气,0.4052132574155185
窝囊,生气,2.94770608323746
窝气,生气,3.228184880590935
笑骂,生气,7.489840584486711
心烦,生气,4.594802095184041
心烦意乱,生气,0.6553146182599816
心急,生气,3.01479582285957
心急火燎,生气,4.505185233994175
心急如焚,生气,4.563800154617866
心急如火,生气,1.7093888587708261
心焦,生气,3.5183932368098954
心焦如焚,生气,2.0992442990091043
训斥,生气,4.530539494035433
训戒,生气,3.8399511931995995
训诫,生气,2.991385929421584
义愤,生气,1.5225185174951372
义愤填膺,生气,1.7809081280381425
忧烦,生气,2.6473545614470204
忧愤,生气,5.54606537386978
责,生气,3.275754938024106
责备,生气,4.916147923641679
责斥,生气,3.499225583175979
责怪,生气,2.041492248275326
责骂,生气,3.812310558820956
责难,生气,7.511983780520671
责怨,生气,1.554220482747196
震怒,生气,4.929957303020899
指斥,生气,6.01682149382253
指鸡骂狗,生气,4.479164706596872
指桑骂槐,生气,4.7701959638657705
指责,生气,4.567453983205521
指摘,生气,5.405846497780445
咒,生气,4.301232519478331
咒骂,生气,6.711589133362358
咒诅,生气,4.102194875919548
诅,生气,6.166283499607985
诅骂,生气,1.4048668889301457
诅咒,生气,6.065813354130968
诃,生气,4.928591910618174
诘,生气,4.682894953108689
诟,生气,5.783589944096572
诟病,生气,5.572820486164597
叱,生气,2.3647323857930225
叱骂,生气,5.834618825393679
叱责,生气,3.486574770945857
哓,生气,1.569993022948823
呲,生气,2.7235753505096993
啧有烦言,生气,1.56656422458568
嗔,生气,1.546482670905661
嗔斥,生气,4.201110387611111
嗔怪,生气,3.430409151341204
嗔怒,生气,4.8454783192385795
怄,生气,0.9400862187712176
怄气,生气,5.70922309113774
恚,生气,3.7492789761708467
恚愤,生气,3.964715860241238
恚恨,生气,2.2930830342532054
恚怒,生气,2.95010454415654
暴,生气,8.368861069502096
暴烈,生气,6.0021603913751305
暴虐,生气,1.0362673084265492
暴躁,生气,3.4937920511517815
暴戾,生气,5.551369529616418
暴戾恣睢,生气,4.2548148696877
爆炸性,生气,3.3702539981827067
